,ESG_DISCLOSURE_SCORE,PE_RATIO,PX_TO_BOOK_RATIO,IS_EPS,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY,BOOK_VAL_PER_SH,PROF_MARGIN,RETURN_ON_ASSET,Ticker,Industry,MarketCap,ESG_SCORE,BETA_RAW_OVERRIDABLE,OPER_INC_GROWTH
2017-12-31,,12.8901,0.9498,,,,,,,ANF US Equity,Consumer Discretionary,1767294005.7999997,2.48,10.1979,
2018-02-03,40.5191,,,0.1,0.5708,23.9797,18.218,0.2031,0.307,ANF US Equity,Consumer Discretionary,1767294005.7999997,,,374.3877
2018-12-31,,24.0746,1.1006,,,,,,,ANF US Equity,Consumer Discretionary,1767294005.7999997,2.29,1.1778,
2019-02-02,40.5191,,,1.11,6.0818,24.3534,18.2539,2.0763,3.1644,ANF US Equity,Consumer Discretionary,1767294005.7999997,,,76.7745
2019-12-31,,14.3264,0.9472,,,,,,,ANF US Equity,Consumer Discretionary,1767294005.7999997,2.31,-0.8201,
2020-02-01,44.7038,,,0.61,3.4712,164.9983,16.8638,1.0863,1.3262,ANF US Equity,Consumer Discretionary,1767294005.7999997,,,-44.9869
2020-12-31,,15.2109,1.2073,,,,,,,ANF US Equity,Consumer Discretionary,1767294005.7999997,2.39,-2.4979,
2021-01-30,45.1765,,,-1.82,-11.4282,163.3124,15.0103,-3.6482,-3.322,ANF US Equity,Consumer Discretionary,1767294005.7999997,,,
2021-12-31,,17.6166,2.3204,,,,,,,ANF US Equity,Consumer Discretionary,1767294005.7999997,2.78,5.0137,
2022-01-29,,,,4.41,29.8414,146.1395,15.591,7.0839,8.4104,ANF US Equity,Consumer Discretionary,1767294005.7999997,,,
2022-12-31,,5.2612,1.4694,,,,,,,ANF US Equity,Consumer Discretionary,1767294005.7999997,,2.2724,
2018-12-31,,,,0.0,,259.8106,0.0001,-1.4634,,CRSR US Equity,Information Technology,1827898504.3799999,,,
2019-12-31,,,,0.0,-4.424,233.335,0.0001,-0.7651,-0.8974,CRSR US Equity,Information Technology,1827898504.3799999,,,8.7976
2020-12-31,28.136,29.5873,7.6131,1.2,31.5569,79.5706,4.7576,6.0631,8.6962,CRSR US Equity,Information Technology,1827898504.3799999,,,567.9926
2021-12-31,31.4858,19.7591,3.4948,1.08,20.0802,54.2541,6.0119,5.3024,7.6153,CRSR US Equity,Information Technology,1827898504.3799999,1.83,,-12.9243
2022-12-31,39.1007,12.7244,2.2054,-0.63,-10.222,45.0347,6.1532,-4.4305,-4.6248,CRSR US Equity,Information Technology,1827898504.3799999,,-0.142,
2019-12-31,,,,-0.94,,0.0279,32.7815,-87.2889,,HIMS US Equity,Health Care,1814796284.8799999,,,
2020-12-31,,,1.8977,-0.1212,-1.5631,0.031,7.6936,,-1.4859,HIMS US Equity,Health Care,1814796284.8799999,,,93.5607
2021-12-31,,,4.1446,-0.58,-40.7674,1.6383,1.5804,-39.5983,-34.3838,HIMS US Equity,Health Care,1814796284.8799999,,-9.6496,-2300.8463
2022-12-31,,,4.2857,-0.32,-20.3224,1.7024,1.4957,-12.4646,-16.6923,HIMS US Equity,Health Care,1814796284.8799999,,-1.1438,40.2853
2015-12-31,32.9343,14.6642,2.3255,2.35,14.2767,50.4098,16.1343,7.5426,6.6627,OII US Equity,Energy,2245156357.52,1.53,0.8878,-40.5074
2016-12-31,32.9343,61.5833,1.824,0.25,1.5886,52.2904,15.4656,1.0823,0.7496,OII US Equity,Energy,2245156357.52,1.6,1.1098,-81.0695
2017-12-31,32.9343,45.4725,1.2522,1.69,10.4791,47.6001,16.8822,8.6598,5.4076,OII US Equity,Energy,2245156357.52,1.69,-0.0251,-84.9415
2018-12-31,33.2763,,0.8461,-2.16,-13.8396,55.577,14.3013,-11.1196,-7.2603,OII US Equity,Energy,2245156357.52,1.82,0.6899,
2019-12-31,39.9155,,1.3794,-3.52,-28.1164,90.8833,10.809,-17.0128,-12.5212,OII US Equity,Energy,2245156357.52,2.89,1.8791,-99.8275
2020-12-31,40.3682,,1.4246,-5.01,-61.2728,175.5999,5.5806,-27.1762,-20.7563,OII US Equity,Energy,2245156357.52,2.81,5.5395,-53.4431
2021-12-31,41.0019,,2.2353,-0.49,-9.3291,172.0763,5.0597,-2.6378,-2.46,OII US Equity,Energy,2245156357.52,3.32,8.3643,
2022-12-31,42.8428,57.6594,3.3739,0.26,5.0631,165.9164,5.184,1.2556,1.2988,OII US Equity,Energy,2245156357.52,,-0.2671,178.5573
2015-12-31,29.7153,22.3942,2.8676,-5.6092,-8.4183,0.5042,34.9207,-5.1567,-5.8528,XPRO US Equity,Energy,2223967621.12,1.66,-3.1994,-68.6534
2016-12-31,32.4414,,2.0878,-15.4261,-35.9944,0.021,35.377,-37.4279,-27.3915,XPRO US Equity,Energy,2223967621.12,1.63,-2.5926,
2017-12-31,32.4414,,1.3307,-22.1763,-67.8966,0.4231,29.9853,-75.9447,-57.828,XPRO US Equity,Energy,2223967621.12,1.59,-1.9965,-23.3043
2018-12-31,32.7834,,1.1315,11.2768,39.1505,0.5438,27.6812,33.3862,34.2876,XPRO US Equity,Energy,2223967621.12,1.66,-0.9539,81.2412
2019-12-31,33.387,,0.6709,-7.9943,-21.6624,7.9539,46.2339,-21.5827,-16.6485,XPRO US Equity,Energy,2223967621.12,1.77,0.5851,-115.0376
2020-12-31,34.8657,,0.3174,-25.9799,-26.1651,14.8429,51.7973,-45.4864,-17.801,XPRO US Equity,Energy,2223967621.12,1.85,3.6487,-12.6874
2021-12-31,56.3827,,1.207,-1.64,-13.8138,8.5007,11.8887,-15.972,-9.1136,XPRO US Equity,Energy,2223967621.12,3.91,3.2245,60.4178
2022-12-31,,1941.3213,1.5332,-0.18,-1.5595,7.3664,11.825,-1.5745,-1.0626,XPRO US Equity,Energy,2223967621.12,,-0.8429,
2015-12-31,30.4497,,0.2011,-21.53,,,-4.2965,-132.9553,-72.7413,ATEC US Equity,Health Care,2206405314.12,,4.0326,
2016-12-31,31.3047,,,-3.49,,,-4.5866,-24.8861,-24.8827,ATEC US Equity,Health Care,2206405314.12,,6.6114,91.2558
2017-12-31,32.3308,,,-0.18,,,-1.3425,-2.2548,-2.5653,ATEC US Equity,Health Care,2206405314.12,,-0.6336,41.4515
2018-12-31,32.3308,,5.6511,-1.2,,110.6807,0.4052,-31.5997,-27.0621,ATEC US Equity,Health Care,2206405314.12,,-0.1257,-149.2502
2019-12-31,32.3308,,9.9845,-1.09,-186.2658,83.553,0.7106,-50.2543,-38.0743,ATEC US Equity,Health Care,2206405314.12,,6.3714,-110.6774
2020-12-31,33.0148,,9.1789,-1.18,-91.0536,28.1204,1.5819,-54.5309,-36.6416,ATEC US Equity,Health Care,2206405314.12,,8.3345,-24.5093
2021-12-31,33.0148,,14.3248,-1.5,-137.9117,344.9901,0.7979,-59.3416,-34.6406,ATEC US Equity,Health Care,2206405314.12,,-11.8426,-117.5509
2022-12-31,33.0148,,15.1144,-1.47,,,-0.3443,-43.3637,-28.0348,ATEC US Equity,Health Care,2206405314.12,,-0.633,-14.7731
2015-12-31,,,0.5872,-2.24,-44.0568,13.3164,4.1486,-4421.0924,-35.3227,RIOT US Equity,Information Technology,3090126700.0,,5.4061,15.9023
2016-12-31,,,1.1592,-1.05,-27.5747,0.9357,3.3127,-4418.6982,-22.5462,RIOT US Equity,Information Technology,3090126700.0,,13.6852,40.65
2017-12-31,,,8.0262,-3.3,-70.822,0.2732,3.5384,-7359.6728,-57.2122,RIOT US Equity,Information Technology,3090126700.0,,58.8721,-153.2727
2018-12-31,,,3.834,-4.33,-247.6727,0.0,0.3938,-739.3922,-175.261,RIOT US Equity,Information Technology,3090126700.0,,28.6183,-351.4199
2019-12-31,29.7153,,1.0714,-1.02,-125.4859,1.4027,1.0453,-293.0964,-90.5916,RIOT US Equity,Information Technology,3090126700.0,,1.9608,83.0171
2020-12-31,24.2129,,4.8154,-0.3,-8.3583,0.0,3.5282,-104.9085,-8.1629,RIOT US Equity,Information Technology,3090126700.0,,-114.3335,-91.5989
2021-12-31,24.7862,39.9643,1.9335,-0.17,-1.8995,1.0843,11.5493,-7.2392,-1.7132,RIOT US Equity,Information Technology,3090126700.0,1.0,-130.2951,-54.6306
2022-12-31,24.8265,6.1208,0.4939,-3.65,-40.7675,2.1069,6.864,-196.6088,-35.8594,RIOT US Equity,Information Technology,3090126700.0,,2.5088,-1616.4412
2015-12-31,29.4538,,3.6254,-0.62,-37.1604,0.0,2.1294,,-36.3565,IOVA US Equity,Health Care,1947420119.98,1.84,-1.9098,-131.3883
2016-12-31,23.8407,,3.3492,-1.85,-87.7793,0.0,2.0751,,-38.1164,IOVA US Equity,Health Care,1947420119.98,1.8,-0.7862,-92.5305
2017-12-31,29.4035,,5.3002,-1.41,-76.8465,0.0,1.5094,,-56.2637,IOVA US Equity,Health Care,1947420119.98,1.82,2.5374,-73.152
2018-12-31,29.5343,,2.4915,-1.27,-45.0351,0.0,3.5521,,-38.8498,IOVA US Equity,Health Care,1947420119.98,1.77,0.1747,-38.0945
2019-12-31,29.5343,,12.4183,-1.59,-54.8653,3.8465,2.229,,-47.8647,IOVA US Equity,Health Care,1947420119.98,1.88,5.7566,-61.2936
2020-12-31,29.5343,,10.66,-1.88,-56.365,7.8689,4.3527,,-46.6405,IOVA US Equity,Health Care,1947420119.98,1.78,11.5014,-26.6179
2021-12-31,27.6833,,4.9585,-2.23,-55.0347,11.5065,3.85,,-44.2818,IOVA US Equity,Health Care,1947420119.98,1.65,-11.8949,-30.8341
2022-12-31,27.8342,,2.4876,-2.49,-72.8475,17.1016,2.5688,,-54.935,IOVA US Equity,Health Care,1947420119.98,,0.1655,-16.3917
2015-12-31,27.9348,43.3961,7.4838,0.29,17.4999,8.0505,1.7959,9.4558,8.5511,SUPN US Equity,Health Care,1661530474.4999998,,-4.2789,-13.9744
2016-12-31,26.8886,14.2782,6.5801,1.84,65.2133,2.172,3.8373,42.4278,36.6207,SUPN US Equity,Health Care,1661530474.4999998,,2.5283,160.1036
2017-12-31,30.9224,31.4903,7.645,1.13,24.9476,0.0,5.2125,18.9533,15.608,SUPN US Equity,Health Care,1661530474.4999998,,-3.04,83.6008
2018-12-31,31.9686,16.2049,3.8364,2.13,30.8099,72.7252,8.6593,27.1445,15.8304,SUPN US Equity,Health Care,1661530474.4999998,,2.9021,45.1101
2019-12-31,31.3852,11.2952,2.0928,2.16,21.5663,63.5568,11.3343,28.7854,10.5754,SUPN US Equity,Health Care,1661530474.4999998,,-0.3406,2.8572
2020-12-31,31.3852,10.2798,1.7858,2.41,18.9437,56.1296,14.0889,24.3948,9.5294,SUPN US Equity,Health Care,1661530474.4999998,,-2.7473,16.9125
2021-12-31,31.7473,33.1344,1.9035,1.01,6.8461,52.3413,15.3194,9.2146,3.3461,SUPN US Equity,Health Care,1661530474.4999998,,0.9242,-50.4721
2022-12-31,32.7935,34.5208,2.1837,1.13,7.1338,50.1868,16.3344,9.0989,3.58,SUPN US Equity,Health Care,1661530474.4999998,,-0.1387,-46.3855
2015-12-31,28.5384,16.876,1.3281,1.22,9.2852,56.8785,15.7138,20.9529,1.1062,TOWN US Equity,Financials,1741637371.89,,-3.2832,46.6368
2016-12-31,28.0756,23.784,1.9327,1.18,7.1314,66.196,17.2038,17.9766,0.9425,TOWN US Equity,Financials,1741637371.89,,2.0748,9.0468
2017-12-31,30.6005,19.271,1.7024,1.41,7.9465,69.9313,18.0626,19.5135,1.0628,TOWN US Equity,Financials,1741637371.89,,-6.7616,46.2666
2018-12-31,33.4373,12.0764,1.1377,1.88,10.0719,71.1335,21.0516,25.1176,1.3593,TOWN US Equity,Financials,1741637371.89,,0.5688,16.5303
2019-12-31,33.4373,14.4355,1.2318,1.93,8.7663,49.7542,22.5845,24.6094,1.201,TOWN US Equity,Financials,1741637371.89,,1.0899,2.482
2020-12-31,33.4373,11.6859,0.9657,2.01,8.5418,46.9238,24.3141,21.9069,1.0953,TOWN US Equity,Financials,1741637371.89,,2.5167,14.2185
2021-12-31,33.6586,10.5966,1.2089,2.97,11.7498,28.0961,26.1311,31.6586,1.3901,TOWN US Equity,Financials,1741637371.89,1.73,4.7152,38.9896
2022-12-31,,11.7975,1.1988,2.6,10.0171,19.6585,25.7266,27.5116,1.1736,TOWN US Equity,Financials,1741637371.89,,0.7967,-15.2885
2015-12-31,30.3289,16.118,4.6407,3.78,33.9771,0.0,12.9549,9.2126,14.3903,STRA US Equity,Consumer Discretionary,1652540400.0,,11.1044,-14.7394
2016-12-31,30.3289,19.842,4.7484,3.28,21.0138,0.0,16.9806,7.89,12.7217,STRA US Equity,Consumer Discretionary,1652540400.0,,5.1822,-17.5414
2017-12-31,30.3289,48.6848,4.782,1.93,10.369,0.0,18.7328,4.5316,6.6493,STRA US Equity,Consumer Discretionary,1652540400.0,,-2.3283,-9.1575
2018-12-31,31.3852,34.4687,1.7304,-1.03,-1.9176,0.0,65.5471,-2.471,-1.5811,STRA US Equity,Consumer Discretionary,1652540400.0,,-0.6046,
2019-12-31,31.3852,34.0832,2.3621,3.73,5.6191,7.236,67.2711,8.1371,4.7031,STRA US Equity,Consumer Discretionary,1652540400.0,,0.384,
2020-12-31,32.3006,21.048,1.3315,3.81,5.3732,16.1746,71.5968,8.3947,4.2234,STRA US Equity,Consumer Discretionary,1652540400.0,,6.3479,-1.0386
2021-12-31,33.9402,18.0747,0.824,2.3,3.1821,19.3383,70.191,4.8677,2.3942,STRA US Equity,Consumer Discretionary,1652540400.0,,0.0639,-32.4289
2022-12-31,33.9402,38.2497,1.1774,1.97,2.7865,15.8505,66.5169,4.3802,2.0893,STRA US Equity,Consumer Discretionary,1652540400.0,,-1.6129,-4.2645
2018-09-29,,,,0.11,,,-5.6802,1.9187,,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,
2019-09-28,,,,0.0,,,-5.67,0.0756,0.1505,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,5.3011
2020-10-03,,,,0.37,,,-5.2843,5.2652,9.5519,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,20.3861
2020-12-31,,68.1694,,,,,,,,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,
2021-10-02,,,,0.68,,,-1.1461,9.4298,14.1596,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,42.842
2021-12-31,,31.7924,,,,,,,,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,
2022-10-01,,,,0.86,,,-1.0789,10.1803,14.7806,LESL US Equity,Consumer Discretionary,1796147761.1299996,,,14.1899
2022-12-31,,13.9302,,,,,,,,LESL US Equity,Consumer Discretionary,1796147761.1299996,,0.7263,
2015-12-31,,,,-2.3787,-27.5657,331.7492,9.5864,-7.3689,-3.9836,LAUR US Equity,Consumer Discretionary,1917517395.3999996,,,12.5065
2016-12-31,14.2541,,,2.78,25.0917,183.6879,12.5526,8.7613,5.1284,LAUR US Equity,Consumer Discretionary,1917517395.3999996,1.3,,13.6326
2017-12-31,30.852,12.1158,1.6345,-1.2,-12.8207,154.6644,8.2959,2.7014,1.2656,LAUR US Equity,Consumer Discretionary,1917517395.3999996,1.92,,-36.7988
2018-12-31,31.4556,22.17,1.6586,1.79,21.0895,130.5087,9.1883,11.2475,5.2266,LAUR US Equity,Consumer Discretionary,1917517395.3999996,2.81,,17.305
2019-12-31,31.9183,25.1158,1.3151,4.23,38.4694,60.7311,13.3907,77.4282,14.1486,LAUR US Equity,Consumer Discretionary,1917517395.3999996,2.94,0.09,-87.3111
2020-12-31,32.0692,64.8489,1.3168,-2.93,-24.0757,66.8615,11.0573,-59.842,-10.697,LAUR US Equity,Consumer Discretionary,1917517395.3999996,2.86,2.6048,
2021-12-31,32.1799,53.9368,1.9378,1.01,11.2571,49.8499,6.3166,17.7092,5.359,LAUR US Equity,Consumer Discretionary,1917517395.3999996,2.98,0.1303,98.5888
2022-12-31,,26.8976,1.9459,0.42,7.2583,83.5322,4.9437,5.6005,3.326,LAUR US Equity,Consumer Discretionary,1917517395.3999996,,0.1181,
2015-12-31,20.1992,275.5364,6.5626,0.5028,3.0144,0.0,15.8366,10.2226,2.6839,MOMO US Equity,Communication Services,1939259780.6399999,1.04,,
2016-12-31,20.1992,26.0001,5.6377,5.0489,26.3515,0.0,22.6246,26.2612,22.1435,MOMO US Equity,Communication Services,1939259780.6399999,1.03,-1.829,2473.673
2017-12-31,20.1992,15.1539,4.7121,10.9392,38.1756,0.0,33.803,24.1654,30.7535,MOMO US Equity,Communication Services,1939259780.6399999,1.01,1.8671,149.7585
2018-12-31,20.1992,12.2598,2.9774,13.84,31.8805,44.2455,54.8688,21.0,20.5252,MOMO US Equity,Communication Services,1939259780.6399999,1.0,1.4098,34.0411
2019-12-31,20.4104,17.1893,3.5972,14.3,24.2912,37.5108,64.8489,17.4603,14.3351,MOMO US Equity,Communication Services,1939259780.6399999,1.0,1.254,8.8298
2020-12-31,20.4104,9.4602,1.2822,10.1,14.9347,33.2193,71.0662,14.0007,9.2048,MOMO US Equity,Communication Services,1939259780.6399999,1.04,7.8754,-28.7862
2021-12-31,20.4104,7.9028,1.0796,-14.4,-23.2301,45.6408,52.8675,-19.9901,-14.0991,MOMO US Equity,Communication Services,1939259780.6399999,1.03,2.1305,
2022-12-31,20.4104,9.4106,1.0834,7.6083,13.9869,25.3215,57.1784,11.6834,8.7463,MOMO US Equity,Communication Services,1939259780.6399999,,-0.7699,
2015-12-31,32.884,17.1497,2.4389,3.72,14.8022,79.0117,25.7903,27.693,1.0628,BOH US Equity,Financials,1841690522.4499998,2.27,-0.4758,-2.7083
2016-12-31,32.884,22.1897,3.2555,4.26,15.933,68.9545,27.2431,29.5096,1.136,BOH US Equity,Financials,1841690522.4499998,2.34,3.4058,12.2802
2017-12-31,33.7391,19.3698,2.9498,4.37,15.4317,62.1827,29.0525,28.7358,1.0998,BOH US Equity,Financials,1841690522.4499998,2.37,-4.4889,3.2628
2018-12-31,33.7391,12.7659,2.2029,5.26,17.5677,50.4761,30.5591,33.513,1.283,BOH US Equity,Financials,1841690522.4499998,2.26,0.7045,0.8065
2019-12-31,33.7391,17.0104,2.9609,5.59,17.6838,62.0191,32.1389,33.1711,1.2822,BOH US Equity,Financials,1841690522.4499998,2.37,1.7884,5.7729
2020-12-31,35.8314,19.205,2.2364,3.87,11.5584,55.9097,34.2605,22.5939,0.7949,BOH US Equity,Financials,1841690522.4499998,2.63,4.8211,-33.8325
2021-12-31,37.2196,13.252,2.3551,6.29,17.8465,35.0017,35.5652,37.8935,1.1679,BOH US Equity,Financials,1841690522.4499998,2.55,2.7085,72.1379
2022-12-31,,14.0271,2.7174,5.5,16.9685,93.8736,28.5421,32.3456,0.9735,BOH US Equity,Financials,1841690522.4499998,,0.3609,-10.7263
2015-09-27,32.6728,,,2.89,79.4643,4483.5203,0.4458,7.0643,8.4526,JACK US Equity,Consumer Discretionary,1985708375.77,,,21.4808
2015-12-31,,24.4123,172.056,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,1.88,5.2752,
2016-10-02,32.6728,,,3.68,,,-6.7023,10.6752,9.3676,JACK US Equity,Consumer Discretionary,1985708375.77,,,-2.8807
2016-12-31,,33.1033,211.6663,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,1.87,4.8335,
2017-10-01,38.4066,,,4.42,,,-13.1873,12.3333,10.4918,JACK US Equity,Consumer Discretionary,1985708375.77,,,26.4031
2017-12-31,,24.3092,,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,2.12,-5.8325,
2018-09-30,38.4066,,,4.26,,,-22.9911,13.9557,11.7942,JACK US Equity,Consumer Discretionary,1985708375.77,,,-3.5554
2018-12-31,,19.3448,,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,2.13,0.3412,
2019-09-29,38.4066,,,3.66,,,-30.2308,9.9396,10.5997,JACK US Equity,Consumer Discretionary,1985708375.77,,,-13.3752
2019-12-31,,19.035,,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,2.14,0.6091,
2020-09-27,38.7285,,,3.88,,,-34.9145,8.7874,6.2663,JACK US Equity,Consumer Discretionary,1985708375.77,,,14.0246
2020-12-31,,20.5069,,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,2.1,-1.4592,
2021-10-03,38.7285,,,7.4,,,-38.9234,14.4933,9.066,JACK US Equity,Consumer Discretionary,1985708375.77,,,25.7442
2021-12-31,,13.3836,,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,1.99,-2.3191,
2022-10-02,38.7285,,,5.46,,,-35.4256,7.8865,4.9557,JACK US Equity,Consumer Discretionary,1985708375.77,,,-14.3737
2022-12-31,,13.7536,,,,,,,,JACK US Equity,Consumer Discretionary,1985708375.77,,0.3512,
2018-12-31,,,,,,0.0,,,,MIR US Equity,Information Technology,1887286519.36,,,
2019-12-31,,,,0.0,-7.5201,0.0,,,-6.82,MIR US Equity,Information Technology,1887286519.36,,,
2020-12-31,,,0.3134,-0.0183,-0.3193,0.0,34.7759,-1552.9825,-0.2771,MIR US Equity,Information Technology,1887286519.36,,,-383193.8416
2021-12-31,,,1.2867,,,45.4428,8.1371,,,MIR US Equity,Information Technology,1887286519.36,,,
2022-12-31,,,0.9849,-1.53,-17.9142,57.9676,6.7112,-38.5762,-9.4558,MIR US Equity,Information Technology,1887286519.36,,0.7105,
2015-12-31,31.3148,9.1282,2.3267,4.39,28.4708,52.7483,17.1272,14.8132,15.3867,SAVE US Equity,Industrials,2096980812.1599998,1.66,9.3844,43.3085
2016-12-31,32.5822,14.0388,2.8762,3.75,20.1138,70.3935,20.1166,11.3569,9.2735,SAVE US Equity,Industrials,2096980812.1599998,1.91,9.0111,-13.2903
2017-12-31,33.055,13.5411,1.7353,6.0,26.3223,85.3349,25.8453,15.7183,11.3877,SAVE US Equity,Industrials,2096980812.1599998,2.34,-6.8468,-12.8286
2018-12-31,33.5781,13.1596,2.0504,2.28,8.4392,113.5536,28.2484,4.687,3.3454,SAVE US Equity,Industrials,2096980812.1599998,2.61,-2.0122,-8.8121
2019-12-31,33.5781,7.915,1.2203,4.9,16.0033,157.3401,33.0338,8.7522,5.492,SAVE US Equity,Industrials,2096980812.1599998,2.68,-1.6957,42.7834
2020-12-31,39.7143,4.8833,1.0617,-5.06,-19.0068,214.8354,23.029,-23.6848,-5.5523,SAVE US Equity,Industrials,2096980812.1599998,3.88,0.7085,
2021-12-31,34.7148,,1.1207,-4.5,-21.6589,240.9966,19.4968,-14.6271,-5.5797,SAVE US Equity,Industrials,2096980812.1599998,2.24,2.7,88.7991
2022-12-31,,,1.3503,-5.1,-30.0704,393.9284,14.4265,-10.9333,-6.2528,SAVE US Equity,Industrials,2096980812.1599998,,0.0046,-953.0594
2015-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,10.4534,
2016-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,25.5692,
2017-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,-13.7294,
2018-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,0.7795,
2019-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,0.4702,
2020-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,6.063,
2021-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,-1.5144,
2022-12-31,,,,,,,,,,AQPW US Equity,Communication Services,2000311713.54,,-4.2422,
2015-12-31,37.28,10.6368,1.752,3.11,12.168,134.8939,26.1755,6.0024,3.5161,MTX US Equity,Materials,1792814253.3000002,,4.0919,18.6611
2016-12-31,34.9663,17.2749,2.684,3.82,13.9176,105.0344,28.7818,8.1441,4.5658,MTX US Equity,Materials,1792814253.3000002,,9.9803,10.2846
2017-12-31,36.2539,14.4526,1.9458,5.54,17.2792,75.8268,35.3844,11.6429,6.6886,MTX US Equity,Materials,1792814253.3000002,,-8.0244,9.8687
2018-12-31,40.0765,10.5046,1.3348,4.79,12.9741,73.3632,38.4623,9.3494,5.5799,MTX US Equity,Materials,1792814253.3000002,,0.5674,5.4388
2019-12-31,56.7247,12.7661,2.6794,3.79,12.6592,68.5069,21.5086,7.4093,4.2809,MTX US Equity,Materials,1792814253.3000002,,1.0731,-18.4447
2020-12-31,61.5733,15.2511,1.4408,3.29,10.2006,66.3975,43.1141,7.0479,3.5558,MTX US Equity,Materials,1792814253.3000002,,0.3535,-9.9665
2021-12-31,63.9875,14.4673,1.5766,4.89,10.9596,68.1165,46.3963,8.8468,4.9942,MTX US Equity,Materials,1792814253.3000002,,0.9371,25.4391
2022-12-31,,12.2238,1.2492,3.74,7.8363,69.4086,48.6071,5.7492,3.607,MTX US Equity,Materials,1792814253.3000002,,0.7499,-8.8672
2015-04-30,30.9727,,,3.01,15.8109,71.0959,17.9312,9.705,5.8165,WLY US Equity,Communication Services,1878174269.27,,,15.0315
2015-12-31,,13.4018,2.5113,,,,,,,WLY US Equity,Communication Services,1878174269.27,1.8,2.5836,
2016-04-30,31.7674,,,2.51,13.9361,58.3361,18.0192,8.4412,4.9206,WLY US Equity,Communication Services,1878174269.27,,,-20.8742
2016-12-31,,20.1886,3.0246,,,,,,,WLY US Equity,Communication Services,1878174269.27,1.95,4.387,
2017-04-30,31.8982,,,1.98,11.1401,36.3859,17.5474,6.6128,4.1121,WLY US Equity,Communication Services,1878174269.27,,,9.59
2017-12-31,,21.9974,3.747,,,,,,,WLY US Equity,Communication Services,1878174269.27,2.02,-0.0393,
2018-04-30,31.8982,,,3.37,17.5217,30.2379,20.7375,10.7002,7.0583,WLY US Equity,Communication Services,1878174269.27,,,12.2763
2018-12-31,,11.4634,2.265,,,,,,,WLY US Equity,Communication Services,1878174269.27,1.94,1.9178,
2019-04-30,33.1657,,,2.94,14.188,40.5292,20.8608,9.3476,5.814,WLY US Equity,Communication Services,1878174269.27,,,-3.2282
2019-12-31,,16.4475,2.3259,,,,,,,WLY US Equity,Communication Services,1878174269.27,2.22,0.9074,
2020-04-30,34.584,,,-1.32,-7.0249,102.4628,16.7145,-4.0561,-2.4286,WLY US Equity,Communication Services,1878174269.27,,,
2020-12-31,,20.9378,2.7318,,,,,,,WLY US Equity,Communication Services,1878174269.27,2.26,0.7286,
2021-04-30,41.5149,,,2.65,14.6432,90.7054,19.5428,7.6362,4.4823,WLY US Equity,Communication Services,1878174269.27,,,
2021-12-31,,18.6115,2.9305,,,,,,,WLY US Equity,Communication Services,1878174269.27,2.47,2.9455,
2022-04-30,43.7079,,,2.66,13.2801,82.305,20.4917,7.1202,4.3568,WLY US Equity,Communication Services,1878174269.27,,,18.2011
2022-12-31,,15.837,1.9549,,,,,,,WLY US Equity,Communication Services,1878174269.27,3.77,1.1973,
2015-12-31,,,,,12.4819,43.014,,34.7987,8.5198,INSW US Equity,Energy,1852522792.7199998,,,3729.583
2016-12-31,31.4958,10.1733,0.3476,-0.62,-1.4218,37.274,40.3905,-4.575,-0.987,INSW US Equity,Energy,1852522792.7199998,,,-96.6304
2017-12-31,32.3308,13.5209,0.4946,-3.64,-9.3669,50.9312,37.3207,-36.5693,-6.3774,INSW US Equity,Energy,1852522792.7199998,,,
2018-12-31,32.5521,,0.4867,-3.05,-8.4886,80.2756,34.6024,-32.8968,-5.0634,INSW US Equity,Energy,1852522792.7199998,,1.569,49.4826
2019-12-31,36.1332,3354.7514,0.8522,-0.03,-0.0817,67.6916,34.921,-0.2267,-0.0461,INSW US Equity,Energy,1852522792.7199998,,2.4348,
2020-12-31,36.4651,6.2171,0.4706,-0.2,-0.5547,57.0896,34.6974,-1.3118,-0.3312,INSW US Equity,Energy,1852522792.7199998,,9.6559,-27.7117
